"Stressed Out"|"Twenty One Pilots"|0|101|"3CRDbSIZ4r5MsZ0YwxuEkn"|"3YQKmKGau1PzlVlkL1iodx"
"Something Just Like This"|"The Chainsmokers & Coldplay"|0|101|"1dNIEtp7AY3oDAKCGg2XkH"|"69GGBxA162lTqCwzJG5jLp,4gzpq5DPGxSnKTe4SA8HAU"
"See You Again"|"Wiz Khalifa & Charlie Puth"|0|101|"1MtofpQlRlBBJVFSAabjfz"|"0nhNFtY0BOmeasjTVoPccL"
"Stay With Me"|"Sam Smith"|0|101|"5Nm9ERjJZ5oyfXZTECKmRt"|"2wY79sveU1sp5g7SokKOiI"
"Wow."|"Post Malone"|0|101|"7xQAfvXzm3AkraOtGPWIZg"|"246dkjvS1zLTtiykXe5h60"
"We Found Love"|"Rihanna & Calvin Harris"|0|101|"1AVzhermqEkBuxL3TDaxlG"|"4MGF2Bv7ztglIuREIVMOie"
"Sucker"|"Jonas Brothers"|0|101|"22vgEDb5hykfaTwLuskFGD"|"7gOdHgIoIKoe4i9Tta6qdD"
"Thrift Shop"|"Macklemore & Ryan Lewis"|0|101|"4YMqbFcDIFiCBd02PzUBcM"|"5BcAKTbp20cv7tC5VqPFoC,56xTxG4nQMAs1GW9kvn0uA"
"Lucid Dreams "|"Juice WRLD"|0|101|"285pBltuF7vW8TeWk8hdRR"|"4MCBfE4596Uoi2O4DtmEMz"
"Shake It Off"|"Taylor Swift"|0|101|"5xTtaWoae3wi06K5WfVUUH"|"06HL4z0CvFAxyc27GXpf02"
"New Rules"|"Dua Lipa"|0|101|"2ekn2ttSfGqwhhate0LSR0"|"6M2wZ9GZgrQXHCFfjv46we"
"Dark Horse"|"Katy Perry"|0|101|"5jrdCoLpJSvHHorevXBATy"|"6jJ0s89eD6GaHleKKya26X,5gCRApTajqwbnHHPbr2Fpi"
"7 Rings"|"Ariana Grande"|0|101|"6ocbgoVGwYJhOv1GgI9NsF"|"66CXWjxzNUsdJxJ2JdwvnR"
"Let Her Go"|"Passenger"|0|101|"0JmiBCpWc1IAc0et7Xm7FL"|"0gadJ2b9A4SKsB1RFkBb66"
"Stitches"|"Shawn Mendes"|0|101|"6QG15YFOwZGgs4K8sCEWwI"|"7n2wHs1TKAczGzO7Dd2rGr"
"Give Me Everything"|"Pitbull & Ne-Yo & Afrojack & Nayer"|0|101|"7rIhVsWn8W82shpRiPDrXc"|"0TnOYISbd1XYRBk9myaseg,21E3waRsmPlU7jZsS13rcj,4D75GcNG95ebPtNvoNVXhz,1ruutHJcECI7cos2n5TqpO"
"The Hills"|"The Weeknd"|0|101|"7fBv7CLKzipRk6EC6TWHOB"|"1Xyo4u8uXC1ZmMpatF05PJ"
"Feel It Still"|"Portugal & The Man"|0|101|"6QgjcU0zLnzq5OrUoSZ3OK"|"4kI8Ie27vjvonwaB2ePh8T"
"Hello"|"Adele"|0|101|"4sPmO7WMQUAf45kwMOtONw"|"4dpARuHxo51G3z768sgnrY"
"Believer"|"Imagine Dragons"|0|101|"0pqnGHJpmpxLKifKRmU6WP"|"53XhwfbYqKCa1cC15pYq2q"
"Starboy"|"The Weeknd & Daft Punk"|0|101|"75FO3b71XsGSsw5rNZBvaJ"|"5sfkoJtNBG2mW5kRnMCLGW"
"Truth Hurts"|"Lizzo"|0|101|"3HWzoMvoF3TQfYg4UPszDq"|"56oDRnqbIiwx4mymNEv7dS"
"Get Lucky"|"Daft Punk & Pharrell Williams"|0|101|"2Foc5Q5nqNiosCNqttzHof"|"4tZwfgrHOc3mvqYlEYSvVi,2RdwBSPQiwcmiDo9kixcl8,3yDIp0kaq9EFKe07X1X2rz"
"Talk"|"Khalid"|0|101|"6TqXcAFInzjp0bODyvrWEq"|"6LuN9FCkKOj5PcnpouEgny,6nS5roXSAGhTGr34W6n7Et"
"Thats What I Like"|"Bruno Mars"|0|101|"0KKkJNfGyhkQ5aFogxQAPU"|"0du5cEVh5yTK9QJze8zA0C"
"Let Me Love You"|"DJ Snake & Justin Bieber"|0|101|"1LcxOZGMdAuScNbIN2Fvcq"|"540vIaP2JwjQb9dm3aArA4,1uNFoZAHBGtllmzznpCI3s"
"Dancing With A Stranger"|"Sam Smith & Normani"|0|101|"7qnQmA1Uz9JWS45HXW9Dr0"|"21VBNkZvKxrI9zmfFRxXvn"
"Seven Years"|"Lukas Graham"|0|101|"5kqIPrATaCc2LqxVWzQGbk"|"25u4wHJWxCA9vO0CzxAbK7"
"Cant Hold Us"|"Macklemore & Ryan Lewis"|0|101|"3bidbhpOYeV4knp8AIu8Xn"|"5BcAKTbp20cv7tC5VqPFoC"
"Meant To Be"|"Bebe Rexha & Florida Georgia Line"|0|101|"42kmdp1KzEsL8cCAkMtXqW"|"2Z88fKsL22PDUEVWwAR1RT"
"Heathens"|"Twenty One Pilots"|0|101|"6i0V12jOa3mr6uu4WYhUBr"|"3YQKmKGau1PzlVlkL1iodx"
"What Do You Mean?"|"Justin Bieber"|0|101|"5LdWrwBqxsfglKNZZyEqeH"|"1uNFoZAHBGtllmzznpCI3s"
"Gangnam Style"|"Psy"|0|101|"03UrZgTINDqvnUMbbIMhql"|"2dd5mrQZvg6SmahdgVKDzh"
"Diamonds"|"Rihanna"|0|101|"1z9kQ14XBSN0r2v6fx4IdG"|"5pKCCKE2ajJHZ9KAiaK11H"
"Say You Wont Let Go"|"James Arthur"|0|101|"5uCax9HTNlzGybIStD3vDh"|"4IWBUUAFIplrNtaOHcJPRM"
"I Took A Pill In Ibiza"|"Mike Posner"|0|101|"1MtUq6Wp1eQ8PC6BbPCj8P"|"2KsP6tYLJlTBvSUxnwlVWa,5iNrZmtVMtYev5M9yoWpEq"
"Cant Feel My Face"|"The Weeknd"|0|101|"22VdIZQfgXJea34mQxlt81"|"1Xyo4u8uXC1ZmMpatF05PJ"
"Ho Hey"|"The Lumineers"|0|101|"0W4Kpfp1w2xkY3PrV714B7"|"16oZKvXb6WkQlVAjwo2Wbg"
"Sexy And I Know It"|"LMFAO"|0|101|"0obBFrPYkSoBJbvHfUIhkv"|"3sgFRtyBnxXD5ESfmbK4dl"
"Just The Way You Are "|"Bruno Mars"|0|101|"7BqBn9nzAq8spo5e7cZ0dJ"|"0du5cEVh5yTK9QJze8zA0C"
"Set Fire To The Rain"|"Adele"|0|101|"3CKCZ9pfwAfoMZlMncA1Nc"|"4dpARuHxo51G3z768sgnrY"
"Timber"|"Pitbull & Kesha"|0|101|"7eSk77HzUP1TXa6SggzBd4"|"7JfutRemdlJGyQsIZ7wWQ9"
"Titanium"|"David Guetta & Sia"|0|101|"15WeV0oOVVd6gOToPV9sHe"|"3oFN8v5u9ernYA3HWD2Lpn"
"Youngblood"|"5 Seconds of Summer"|0|101|"2iUXsYOEPhVqEBwsqP70rE"|"5Rl15oVamLq7FbSb0NNBNy"
"Love Me Like You Do"|"Ellie Goulding"|0|101|"0wLTjoJqIynvuBKoZ6Btd5"|"0X2BH1fck6amBIoJhDVmmJ"
"This Is What You Came For"|"Rihanna & Calvin Harris"|0|101|"0X8B6tAgRehep6SjvRJ9Vs"|"7oLi2IQ3ZGq4ZKL49bpHPE"
"Shut Up & Dance"|"Walk the Moon"|0|101|"4kbj5MwxO1bq9wjT5g9HaA"|"6DIS6PRrLS3wbnZsf7vYic"
"Work"|"Rihanna & Drake"|0|101|"66GNWMtMZ6y1QmmWCpAyu6"|"7BcV5c6JjOzFGeskre5uFa"
"On The Floor"|"Jennifer Lopez & Pitbull"|0|101|"5BquelUWWBH9Qlm67Xzetq"|"72anORkQ1Vf7j1LedlMVHj"
